Name_Of_Product            ,Product_ID               ,Inventory            ,Importer         
TREATMENT SET TS332229,37112,19771,RANDOM DISTRIBUTORS INC.
QSR,37113,22849,ARALEZ PHARMACEUTICALS CANADA INC
AMINOSYN 7%,37114,42566,VICHY CANADA
TRETINOPAK,37115,12971,MCHENRY LABORATORIES INC.
H. PYLORI HOMOCHORD,37116,15478,MEDIHERB INC.
PROMETH PLAIN,37117,73771,ULTRA-LOVE PRODUCTS LTD.
AQUA MARIS STRONG,37118,86701,THE GREEN ALLIGATOR COMPANY
CHOLOVUE,37119,79443,GB ENRG LES PRODUITS
ZONACORT 11-DAY,37120,55613,DEXIDE INC.
NERVOUSNESS EXCITEMENT,37121,81205,NUTRITION ZONE PRODUCTS INC.
LICART,37122,67377,ALVIN LAST INC.
REBORNCELL HAIR CLINIC,37123,18262,DUCHESNAY INC
PRESSURE AND PAIN PE,37124,84231,UNKNOWN COMPANY (SEE NOTES)
SUNMARK LORATADINE,37125,56250,WHOLECARE NUTRITIONAL PRODS INC.
HELP ME,37126,34564,VAN R DENTAL PRODUCTS INC.
VISCUM CRATAEGUS,37127,74155,IRONWOOD CLAY COMPANY INC
POVIDONE IODINE PREP,37128,90897,VITALIA CANADA INC.
BETA-2,37129,3082,CHEMOTEC (PM) INC.
SUNSCREEN SPF 70,37130,2520,MSA
GUNA-ALLERGY-PREV,37131,96673,HERBSCIENCE CUSTOM MANUFACTURING
CAPASTAT SULFATE,37132,49627,FARLEYCO MARKETING INC.
TREATMENT SET TS341474,37133,51167,RM CHEMICAL INC
JARDIANCE,37134,62140,SPORTS HORSE BUYING GROUP INC.
COMPUTER EYE RELIEF,37135,90571,VETRACEUTICAL SERVICES INC.
MALE DESENSITIZER,37136,6633,KLEEN CANADA INC.
DR.G CLEANSING WATER,37137,9808,MORINDA CANADA
ARGENTITE URTICA,37138,397,MITCHUM THAYER LTD.
ACONITUM E TUB. 6,37139,96431,SUPERIOR SOLUTIONS
FERIDEX I.V.,37140,67130,ECOLAB CO
SKIN DEFENSE MAKEUP,37141,58850,TEAMASTER HEALTH PRODUCTS INC.
VITAMIN C LIQUID,37142,4831,WATER ENERGY TECHNOLOGIES
DERMAKLEEN,37143,69175,FUTURE FORMULATIONS
BLOWFISH,37144,20274,GESAR AG
SH18 SKIN LIGHTENING,37145,57038,EXOTICA BEVERAGES INC.
EYS EYE WASH,37146,45884,MAHDEEN MEDICEUTICALS LTD
EPHEDRINE,37147,55017,ARVIDIS INC.
MOLE REMOVER,37148,30643,J L MATHIEU CIE LTEE
HARMON FACE VALUES,37149,59794,ROBERT AND CARRIERE LAB
BIVIGAM,37150,64388,HORIZON THERAPEUTICS IRELAND DAC
SUCUR II,37151,45672,TUMARI INC.
DERMACINRX LIDO V PAK,37152,53321,CAPSUGEL
ETODOLAC,37153,5424,WESTCAN PHARMACEUTICALS LTD.
ECODENT RES-Q-DENT,37154,68151,GREEN HEALTH
HORMONE COMBINATION,37155,44239,FORTIUS CANADA INCORPORATED
BOWEL - DIGESTIVE CARE,37156,90300,WESMAR CO INC.
SCOPOLAMINE,37157,40623,COSMEDICINE COMPANIES INCORPORATED
NOSTRILLA,37158,98262,DERMCARE-VET PTY. LTD
ORBITOL WHITENING,37159,78957,MEAD JOHNSON NUTRITIONALS
CHIROCAINE,37160,28675,BORNER GMBH
TYLOX,37161,41893,FINEST HEALTH PRODUCTS
THE ECZEMA,37162,61512,OMNITEC MEDICAL CORPORATION
ARRYTHMIAFORCE,37163,56869,ESBE LABORATORY SUPPLIES
VANILLA SILQ MD,37164,90284,LABORATOIRE DR RENAUD INC
HONGOSAN DSP,37165,42588,SULTAN DENTAL PRODUCTS
OMNISPORIN,37166,30958,INTERNATIONAL DIOXCIDE INC.
LET IT BLOCK,37167,76559,PASCOE PHARM PRAPARATE GMBH
SULMEPRIM PEDIATRIC,37168,98342,H.J. SUTTON INDUSTRIES LTD.
PROCTO-MED HC,37169,92431,NATURE DREAM 88
HELLO KITTY,37170,68950,WISCONSIN PHARMACAL CO. LLC
WHITE HAND SANITIZER,37171,42341,ALDA PHARMACEUTICALS CORP.
ALLER-G-TIME,37172,82268,LES INDUSTRIES COBOL LTÉE
ESTROSTEP FE,37173,30441,BIOGEN CANADA INC
HERRING,37174,91546,PAUL ELDER PHARMACEUTICALS INC.
AURELI,37175,34142,MEDUNIK CANADA
WHITE ALDER,37176,11671,TQM ENTERPRISES LIMITED
FOOT WORKS HEALTHY,37177,64894,EDGEWELL PERSONAL CARE CANADA ULC
INTERFERON,37178,24476,9113657 CANADA INC
DEXTRAN 75,37179,40665,MARCAN PHARMACEUTICALS INC
BAT,37180,14500,RENAL SYSTEMS DIVISION OF MINNTECH CORP.
PUSSY WILLOW,37181,6378,PHARMA PAC LLC
GLYTONE ACNE BACK,37182,48894,CARLISLE LABS INC.
CITOMIX,37183,7790,JACK BLACK LLC
BARYTA IODATA,37184,35022,OPTICS LABORATORY INC.
BISCOLAX LAXATIVE,37185,99452,P & P COMPANY LTD.
MBM 4 KIDNEY,37186,47867,NEO-DYNAMICS
LEADER CASTOR,37187,64425,AKORN INC
OCUMEND,37188,83870,SAGUENAY CLIN DE MED HOMEOPATHIQUE
NEOBRYXOL NEB,37189,80560,JEDMON PRODUCTS LTD.
BC ARTHRITIS,37190,76341,ORCHARD INTERNATIONAL INC
BUTOCONAZOLE NITRATE,37191,53936,CLASSICAL REMEDIA LTD
ESSENTIAL WEIGHT LOSS,37192,49016,CORVITAL ENTERPRISES LTD.
SNORE SOOTHE,37193,73949,GLORY KINGDOM CANADA INC
SOMA CIRCUM,37194,81317,LABORATOIRES CORTUNON INC.
CHAMOMILLA,37195,58147,NEILMED PHARMACEUTICALS INC
MANGO,37196,66828,LABORATOIRE FONTAINE
SUNZONE FAMILY SPF 45,37197,25603,ROBERT AND CARRIERE LAB
INDERAL XL,37198,66179,GLEN MARTIN LTD.
SINOGRAFIN,37199,9144,M/S.MEDICS LABORATORIES
ANESTHESIA S/I-60,37200,36527,STRATEGIC BRANDS N.A. INC.
HURT BLOCKER PRO,37201,95722,DAWSON TRADERS LTD.
SORE THROAT RIGHT SIDE,37202,61701,RADIOL CHEMICALS LTD.
ANTIBIOTIC,37203,48378,BIOENERGY INC.
FUNGISTAT MAX,37204,87906,AIRSHIELDS
PRETTY PUNCH,37205,41022,LABORATOIRE ORGANO-VIE
Y-AGE AEON,37206,29647,HERBSCIENCE CUSTOM MANUFACTURING
IPECACUANHA 30C,37207,33245,INDIVIOR UK LIMITED
LOXAPINE,37208,19316,KING RESEARCH INC.
ORLEX HC,37209,35298,WEIDER HEALTH PRODUCTS
NEMBUTAL,37210,90272,SEVENTH GENERATION
ISOSORBIDE SUBLINGUAL,37211,51219,WINNERS CIRCLE PRODUCTS INC.
CITRUCEL,37212,7711,PENNSYLVANIA ENGINEERING COMPANY
RHUBARB,37213,19455,ALTA HEALTH PRODUCTS INC.
BENZNIDAZOLE,37214,26267,LIFESOURCE NATURAL FOODS LIMITED
AQUA-STASIS,37215,74701,PHAINO INTERNATIONAL INC.
LANCELL SLIMMING,37216,46306,HAWE-NEOS DENTAL  DR.H.V.WEISSENFLUH AG
SUNMARK HEMORRHOIDAL,37217,75962,THIERRY MUGLER PARFUMS
TOTAL PRO-JES,37218,56174,KISS MY FACE LLC
METAL-CHORD,37219,27853,VIRATEK INC.
AVAR LS CLEANSING PADS,37220,48606,MIRACLECORP PRODUCTS
TIOCONAZOLE 1,37221,37925,EVOLUS INCORPORATED
BIRIN 40 (NUMBER 79),37222,80783,ALOE GATOR SUNCARE INC.
DOTAREM,37223,42744,SMITHS INDUSTRIES MEDICAL SYSTEMS INC.
MEDERMA,37224,12176,AZIACO INC
TRIADINE SCRUB,37225,94617,NUTRITECH SOLUTIONS LTD.
FLUVOXAMINE MALEATE,37226,71529,DR C SOLDAN GMBH EM-EUKAL WERK
SELLA NATURAL BABY,37227,27238,UPJOHN CANADA ULC
TICAR,37228,9219,JOHNSON & JOHNSON INC
MEIJER SPF 30,37229,21720,JORDAN PHARMACEUTICALS INC.
SUAVE MEN SPORT,37230,62933,GENMED A DIVISION OF PFIZER CANADA ULC
NAVY BEANS,37231,12016,NUTRI-SCI 2000 INC
HYSAN PAIN RELIEVER,37232,6370,JNJ INDUSTRIES INC
DR. THROWERS HYDROTET,37233,23100,CONGLOM INC.
TOPICLEAR PARIS,37234,34798,RONCO
PARATHYROIDINUM,37235,29104,NEPHRO-TECH INC.
OVA TOSTA,37236,61352,KPSS INC.
KEYSTONE,37237,65286,MITSUBISHI TANABE PHARMA CORPORATION
REMERON,37238,18731,BEA PER CAPITA CONSULTING CORP
CORN GRASS,37239,8973,GOOD'N NATURAL
IBUPROFEN 200,37240,55588,LOREX PHARMACEUTICALS
REZIL,37241,69539,DANNORTH NATURAL LABORATORIES INC
BLACK WILLOW,37242,2452,ASTA MEDICA AG
MOMETASONE FUROATE,37243,51840,CARDIOSPORT INC.
SABLE LONG WEAR MAKEUP,37244,88828,SWISS HERBAL REMEDIES LTD.
HYDROFLUMETHIAZIDE,37245,61926,CASSIDY LTD.
SNAIL GOLD HYDRO LIP,37246,27392,PEPCHEM INC.
FUNGUSTAT,37247,38786,SCANDIA TRADING LTD.
BRONKAID,37248,77747,SUNSTAR AMERICAS INC
FLUZONE QUADRIVALENT,37249,63545,APOTEX INC. PRIVATE LABEL DIVISION
FIRE ANT,37250,93404,MERIAL CANADA INC
HYDRA TREATMENT TONER,37251,53624,CENTURION NUTRITION
COLD AND COUGH,37252,84770,HEALTH 2000 INC.
BROMFEDDM,37253,7824,DESHELI CANADA INC
VIREX,37254,29578,FAIRTRADE INTERNATIONAL CO. LTD.
IMBRUVICA,37255,29955,RIDHA COSMÉTIQUES
RUCONEST,37256,84672,MAGICALLY GONE INC
CALFARME,37257,91557,THORNE RESEARCH CANADA LTD.
IOPAMIDOL-370,37258,41175,MEDA AB
ARTHRIPURE,37259,15467,MONTREAL VETERINARY PRODUCTS INC.
FIREFLY PEDIATRIC,37260,37414,RH PHARMACEUTICALS INC.
ABUNDANT MILK 2,37261,93233,CHOAY LAB
CIMICIFUGA RACEMOSA,37262,61136,KAM SCIENTIFIC INC.
DOUBLE PRAWN RUMAGON,37263,91107,UNIPRIX INC.
CIRCLE K COLD,37264,66217,T.C. UNICORN LTD.
EMBOLEX,37265,17045,E-Z-EM INC.
SANDOSTATIN LAR,37266,66248,THE BODY SHOP CANADA
EMVITA 11,37267,77709,MARS CANADA INC
ZAP APF,37268,29577,NICE-PAK PRODUCTS (CANADA) LTD.
CVS HEALTH NASAL MIST,37269,87665,FAULDING (CANADA) INC.
PRENATAL VITAMINS PLUS,37270,23240,CHAUVIN PHARMA INC.
MUCUS D,37271,83025,ASPEN PHARMACARE CANADA INC.
GREASEWOOD POLLEN,37272,40876,TROPHIC CANADA LTD.
FIORINAL,37273,32123,DENTSPLY PROFESSIONAL
BLT 2,37274,88582,NOVARTIS ANIMAL HEALTH INC.
DIMETANE-DX,37275,58041,WESTERN CHEMICAL INC
ANTIBACTERIAL HSOAP,37276,85668,EXZELL PHARMA INC
OGESTREL 0.5/50-28,37277,7759,LES INDUSTRIES NOBEL ENRG
OMNIPAQUE 70,37278,28960,GARYSON INC.
WAL ZAN 75,37279,49926,PURKLENZ FORMULATIONS INC
TIME-GESIC,37280,55463,ACERUS BIOPHARMA INC
FOLICET,37281,62732,MEDICAL ACTION INDUSTRIES
NIFEREX,37282,47130,LAB FAREX ENR
HYDRADAY,37283,90575,JAWS INTERNATIONAL LTD
TYLENOL COLD PLUS FLU,37284,4579,FLAVORSOURCE INC.
FREDS DRY EYE RELIEF,37285,78288,PUR MINERALS
HEALTHY ACCENTS SINUS,37286,85820,WEST COAST PHARMS LTD.
FIORICET,37287,67602,RANGER CANADA
VANOS,37288,98617,CANA INTERNATIONAL DISTRIBUTING INC.
ALAHIST,37289,34213,TRI-OMEGA INTERNATIONAL INC.
BLEMISH BUSTER,37290,20408,96028 CANADA INC.
TIBSOVO,37291,85516,AMERICAN EQUINE PRODUCTS INC.
H-PSORIASIS FORMULA,37292,18973,SIMONE PROTECTIVE PHARMACEUTICALS INC.
H-HEMORRHOIDS FORMULA,37293,58734,SIERRA SUMMITS SKIN PRODUCTS LLC
SENNA TIME,37294,93609,AMERIFIT INC.
IOPE AIR CUSHION,37295,14903,SUN LABS LTD
SLENDER RAGWEED,37296,39308,ACCESS THERAPY CENTRE
STING RELIEF PADS,37297,32542,ACCUREX HEALTH CARE MANUFACTURING INC.
ASSORTED FRUIT PANNED,37298,46756,JOHNSON PRODUCTS CO. INC.
ELASTOLOGY AGE BLOCKER,37299,66232,E-Z-EM CANADA INC.
CORAL ANALGESIC,37300,8785,CITRON REMEDIES LTD.
HLU PNEUMO DROPS,37301,65469,OXYL-PRO LIMITED
PROPOLIS 20 BB CREAM,37302,95815,GARDEN STATE NUTRITIONALS
WEIGHT CONTROL,37303,57525,SIPCO BIOENGINEERING INC.
METHYLIN,37304,7032,SWISS AMERICAN PRODUCTS INC.
NATURAL SUNSCREEN,37305,95852,FOURNIER PHARMA INC
PROMETH WITH CODEINE,37306,25045,BAKER CUMMINS INC
BUDPAK PETROLEUM,37307,19023,NATURE'S SUNSHINE PRODUCTS INC.
TOPICSKIN,37308,33039,MICRO-SCIENTIFIC LLC
GRAIN MILL DUST,37309,47585,JASON NATURAL COSMETICS
HEILEN,37310,20208,CSL BEHRING GMBH
SOYBEAN,37311,53942,DUWOP LLC
EGG WHITE,37312,87534,ROXTON INDUSTRIES INC
VISCUM POPULI SERIES 2,37313,92574,CENTRAL SALES LIMITED
NITROL,37314,33189,NUMARK LABORATORIES INC.
CECLOR,37315,48075,LIPOPHARM INC.
NON-DROWSY DAY TIME,37316,51564,STEPAN COMPANY
MEIJER SPORT SPF 30,37317,86016,FERROSAN A/S
DANDRUFF CONDITIONER,37318,47783,NUTRIBIOTIC
WILD BERRY THROAT DROP,37319,6317,QUALITY SPECIAL PRODUCTS
AMHEALER,37320,80148,SISU INC.
PURGO ULTRA FOAM,37321,61857,STEPAN COMPANY
ACTICLATE CAP,37322,21062,LUITPOLD PHARMACEUTICALS INC
PRO-EX,37323,90919,ALNYLAM NETHERLANDS B.V.
CASPORYN HC,37324,92768,CORONA PRODUCTS COMPANY
BORAGO LAVENDER,37325,62817,PARFUMS CHRISTIAN DIOR
BERBERIS VULGARIS,37326,20958,NATIONAL SANITATION AND SUPPLY CO. LTD.
ANALGESIC CREME RUB,37327,93369,BEIERSDORF INC.
BALNEOL-HC,37328,30820,PHARMACAL RESEARCH LABS INC
STRIFON FORTE DSC,37329,29048,BEI
MDSOLARSCIENCES,37330,4224,CONSOLIDATED BIOFUELS LTD.
FLUIDIL,37331,77817,TRI-TEX CO INC.
TRILOAN SUIK,37332,28807,MARINO MANUFACTURING
BETALIDO KIT,37333,11329,DRUMMOND
AKPRO,37334,77180,DIAMOND WIPES INTERNATIONAL INC
AMERFRESH MEDICATED,37335,47042,ALOE VERA OF AMERICA INC.
ON DUTY ORIGINAL,37336,44070,WHISCO LIMITED
HYDROXYZINE HCL,37337,10077,BEIERSDORF-JOBST CANADA INC.
COLD,37338,36760,MULTIVET LTD/LTEE
TUKOL A,37339,70657,SATO PHARMACEUTICAL CO. LTD.
CLEAR SALVE 150,37340,6598,DERMATOLOGICAL SOLUTIONS INC
MAMMA (SINISTRA) 6,37341,62645,AG HAIR LTD
LIBIDO,37342,31199,ALBI NATURALS
SKINDOG,37343,35788,HOMECARE LABS
COTRIM D.S.,37344,28211,INTERNATIONAL SPF INC.
ZYPREXA RELPREVV,37345,75858,DECHRA LTD
THROAR DR.,37346,99951,CHALLENGE PRODUCTS INC.
ONEMET 40 (NUMBER 11),37347,80412,AMGEN CANADA INC
VIROTOX,37348,3721,LES DISTRIBUTIONS BY*PAS INC.
DYCLOPRO,37349,76667,BEA PER CAPITA CONSULTING CORP
BABY BALM,37350,74912,MULTI-CLEAN
DOLOPHINE,37351,67810,AVARIA HEALTH & BEAUTY CORPORATION
PITUITARY HOMEOPATHIC,37352,17672,BIG COUNTRY AGRI-FEEDS LTD.
THERATEARS LUBRICANT,37353,67384,FISONS CORPORATION LTD.
CORETEX SUN X SPF 30,37354,36821,LIGAND PHARMACEUTICALS INC
RENACIDIN,37355,42876,FLORIAN HEALTH
SALINAAX,37356,14524,DERMATOLOGIC COSMETIC LABORATORIES
LIVER CARE,37357,76416,MAVLAB ANIMAL HEALTH LTD
APIS MELL.,37358,73625,PANACEA BIOTEC LIMITED
BPO,37359,6371,OXLEE PHARMACEUTICALS INC
ZODRYL AC 40,37360,27425,BIOLYSE PHARMA CORPORATION
BIO GLYOXAL PHASE,37361,63731,ORAL TECHNOLOGIES C/O ORAL B LABS INC.
3 HEART,37362,44862,LES LABORATOIRES VACHON INC.
SANI-HANDS II,37363,66844,KOOTENAY BORN BOTANICALS
VAGISTAT-1,37364,36378,VIGORXPHARM INC.
DR SONG ACNE,37365,69040,M. OMER FISETTE
BERBERIS AQUIFOLIUM,37366,44494,D & E PHARMACEUTICALS INC.
ACONITUM RADIX,37367,32937,GR LANE HEALTH PRODUCTS LTD.
STEGLATRO,37368,9970,MAYBELLINE CANADA
CORTENEMA,37369,49670,KEY WEST ALOE INC.
WHITE MULBERRY,37370,97222,HEALTH 2000 INC.
RPT-SYS,37371,17595,PNP PHARMACEUTICALS INC
CAREONE ALLERGY,37372,87267,ACI BRANDS INC.
ESIKA,37373,1890,GEORGIA STEEL & CHEMICAL CO. INC.
AMAZING FACE,37374,66909,KIK CUSTOM PRODUCTS
COCOSKIN,37375,79114,MEDISCA PHARMACEUTIQUE INC
CHILDRENS COUGH,37376,92094,NOVA SCOTIA HEALTH AUTHORITY
CARTIA XT,37377,91967,ADAMS LABS LTD.
CVS CLOTRIMAZOLE,37378,36750,DOLISOS CANADA INC.
SELECT-OB PLUS DHA,37379,52278,QUALIS INC.
FORMULA A,37380,47545,KAZ INCORPORATED
VEINOPLEX,37381,49576,JEFFREY MARTIN CANADA INC.
KOPE PAIN RELIEF GEL,37382,48507,ETC CANADA INC.
PLACENTA EX NIGHT,37383,42359,NORFOLK SENSING CORPORATION
TREATMENT SET TS330821,37384,860,BEECHAM LABORATORIES INC.
GADIS LIP MOISTURIZER,37385,63414,BIOPHORA INC.
ASTHMA THERAPY,37386,15639,VITAPLEX NATURAL PRODUCTS
BENZALKONIUM CHLORIDE,37387,78064,JARDINE'S SECRET
BIO GORSE,37388,69174,ATTOGRAM CORP
CARE ONE MICONAZOLE 1,37389,86592,MEDCO RESEARCH INC.
OHL O2,37390,22097,BIOLYSE PHARMA CORPORATION
WOUNDS RECOVERY,37391,76299,PHARMACIA & UPJOHN INC
CITRANATAL B-CALM,37392,55336,NISSAN CHEMICAL INDUSTRIES LTD.
GUNA-FEM,37393,86804,LES PRODUITS SANITAIRES ACCORD INC.
PERFECT WRINKLE SERUM,37394,42452,4EVER FIT
NECON,37395,18643,RIDGETOP CHEMICAL COMPANY INC.
LOKELMA,37396,43976,GORDON LABORATORIES
OHM-DETK,37397,8247,OCULUS INNOVATIVE SCIENCES INC.
EQUALINE ADULT TUSSIN,37398,56428,A.N. TYLER HOLDINGS LTD.
EQUATE FACE,37399,85277,HONEYWELL
EDECRIN,37400,65706,GR KONCZ PACKAGING
FRESHMAX FLUORIDE KIDS,37401,50939,EKR THERAPEUTICS INC
ZOFRAN ODT,37402,35152,REVLON CANADA INC
ICHTHAMMOL 20%,37403,7146,ETHENA HEALTHCARE INC.
MIXED COCKROACH,37404,64421,MILES INC. - PHARMACEUTICAL DIVISION
POLYTRIM,37405,28921,PATRIOT A DIVISION OF JANSSEN INC
SWEET LEMON,37406,1994,ARALEZ PHARMACEUTICALS CANADA INC
MAGNESIUM CITRATE,37407,5763,PENTAPHARM LTD.
CITANEST PLAIN DENTAL,37408,20204,MADHUR PHARMA & RESEARCH LABORATORIES
RELAFEN,37409,17201,PARTNAR ANIMAL HEALTH INC
CARBO ANIMALIS,37410,68594,CONVATEC CANADA LTD
FLOVENT DISKUS 50,37411,52149,INTERNATIONAL CONSOLIDATED BUSINESS INC
PURE HANDS,37412,98170,DUSA PHARMACEUTICALS INC
HOMEHEALTH ANTIFUNGAL,37413,14297,STERLING MIDY
NASACORT HFA,37414,93946,T.H.E. MEDICAL
POVIDONE-IODINE,37415,611,ABBVIE CORPORATION
SYNVEXIA TC,37416,68563,FRASER VALLEY MILK PRODUCERS ASSOC
SILICEA 200C,37417,62542,BENEFIT COSMETICS LLC
ALLERPHENEX,37418,26575,CH2O INC
XEROBURN BURN GEL,37419,22683,ADVANTAGE MAINTENANCE PRODUCTS LTD
OXYGEN SIZE T,37420,49567,TECNODIS DISTRIBUTIONS INC.
SOLIDAGO COMPOSITUM,37421,769,VERIDIEN CORPORATION
CLEARLIFE,37422,82173,LIPOPHARM INC.
VOLCANO POWER,37423,93596,NORTHROP SCOTT INC.
SIVIL 40 (NUMBER 24),37424,29786,PARA LABORATORIES INC.
SODIUM LACTATE,37425,11853,ROBERTS LAB LTD.
NAROPIN,37426,30206,DORMER LABORATORIES INC.
ALPHA CF,37427,9131,GROUPE PARALL INC
MLP A-2,37428,98291,FAULDING CONSUMER INC.
T-CHEM E2 RATED,37429,99419,HERDT ET CHARTON INC.
SANI-COM,37430,66900,NV BAXTER SA
TRIPHASIL-21,37431,20484,PORTON SPEYWOOD LTD.
INFLAMMATION - FEVER,37432,65729,CORE SCIENCE
EUCERIN,37433,56650,ENCYSIVE PHARMACEUTICALS INC
NIGHT TIME COLD MAX,37434,30101,ABKIT INC.
DERMAMINE,37435,22115,J C BRIGHT M. LTD
SHEERFLUORX,37436,9785,TANSHAW PRODUCTS INC.
VITALIZER C10 AMPOULE,37437,62733,PLAINS ECA SOLUTIONS INC
COOLING,37438,59042,DSE HEALTHCARE SOLUTIONS LLC
DIOR HOMME EAU FOR MEN,37439,93458,DELL CHEMICAL AND MARKETING LIMITED
RENOCAL-76,37440,23248,ENRICH INTERNATIONAL CANADA
UNDA 14,37441,21742,SHINPHARMA INC
SACCHARUM OFFICINALE,37442,57096,BRITE RIDGE PHARMACEUTICALS
DORZOLAMIDE HCL,37443,30248,INSTITUT ESTHEDERM
SCANTY FLOW,37444,18525,ORGANIKA HEALTH PRODUCTS INC.
LEADER PAIN AND FEVER,37445,16739,MARITIME DETERGENT INDUSTRY CO LTD/LTEE
UMCKA MENTHOL,37446,28205,PHARMAKON LABORATORIES INC.
BLACKBERRY,37447,71221,CLAYMORE PRODUCTS INC.
HOMEOPATHIC HEMORRHOID,37448,80753,ENVIRO SOLUTIONS LTD
EQUALINE MUCUS DM,37449,40196,BIO LAB INC.
UNDA 220,37450,31603,COPELAND LABS
MOMORDICA BALSAMINA,37451,57757,SANOFI BEAUTÉ INC.
SUNMARK LORATADINE D,37452,54664,PISOPEX INC. LES INDUSTRIES
PMS RELIEF,37453,45876,TETRA WERKE DR ULRICH BAENSCH GMBH
BIOXSINE SERIES,37454,40733,BOCKNEK LTD.
KIDNEY TONIC I,37455,57088,BENTEC PHARMA INC
CRACKED HEEL BALM,37456,12670,LOCKERROOM MARKETING LTD
ALLERGY ANTIHISTAMINE,37457,13857,THE BODY SHOP CANADA
CITRANATAL HARMONY,37458,67611,S WOLZ ZELL-HEFE GMBH
TEFLARO,37459,51113,ESSENTIA HEALTHCARE (CANADA) LIMITED
TEPEZZA,37460,65453,VETRACEUTICAL SERVICES INC.
MARCAINE SPINAL,37461,62815,SCOTT PAPER LIMITED
SOOTHING MOISTURIZING,37462,55053,NUTRACEUTICAL CORPORATION
A D,37463,79016,SYNCARE PHARMACEUTICAL INC.
RELIEF-TONE,37464,19690,PRISM CARE CORPORATION
LUBRICANT EYE PLUS,37465,53142,SCHWARZ PHARMA INC.
LEADER CLEAR LAX,37466,47307,EVANS MEDICAL LTD.
BRUISES GONE GEL,37467,28990,HOECHST MARION ROUSSEL CANADA INC.
ECOLAB BURN,37468,68230,AKUNA HEALTH PRODUCTS INC.
CARCINOSINUM 200C,37469,47881,ADVANCED SURGI-PHARM INC.
RX ACT IBUPROFEN,37470,43630,SEPRACOR PHARMACEUTICALS INC
ECOCARE 250,37471,94810,TAIKO PHARMACEUTICAL COMPANY LTD.
SUNKISS,37472,33461,DESIGN LAB
ILLUMINATING FINISH,37473,62567,BAYER CORPORATION
EMVITA 28,37474,90947,RUST- OLEUM CORPORATION
MARIO BADESCU SPF 30,37475,78171,DIANE LACOMBE ENR.
COSTEM CELL 5 N,37476,46866,J L MATHIEU CIE LTEE
SUNBAR SPF 15,37477,39509,LIPOPHARM INC.
DIOSCOREINUM,37478,30901,GAEL FRASER-TYTLER ENTERPRISES
NATUREPLEX,37479,13128,OLGA B BEAUTY + FRAGRANCES INC.
DECOLORIZED IODINE,37480,1607,MACROMED PHARMICIA INC.
ALPHA-PRO,37481,4594,DR. DANIEL PRODUCTS
ASPIRIN CHEWABLE,37482,99034,CASTLEMORE MANUFACTURING INC.
QUARTZ 8,37483,67378,MERZ PHARMA CANADA LTD
ARGENTUM PHOSPHORICUM,37484,10085,CANAT LABORATORIES INC.
TIGER SUPPLY INC APF,37485,53009,FEED-RITE
ISOLYTE P IN DEXTROSE,37486,93643,JONES FEED MILL LTD.
SENNA TABS,37487,63454,LANDCO IMPORT INTERNATIONAL INC
CONVOLVULUS ARVENSIS,37488,37704,THE CLOROX COMPANY
INDIUM IN 111 CHLORIDE,37489,36491,MULTI-BLEND LTD.
INATAL ADVANCE,37490,33624,JEMPAK GK INC.
CONDURANGO,37491,73739,BERNA BIOTECH LTD
DERMACINRX SILAPAK,37492,54172,NATURE DREAM 88
ATO-K,37493,30323,B.C. EMPIRE HOLDINGS LIMITED
COLCOL-EUNKYO CAP.,37494,86120,JANSSEN INC
JNH MAGIC BB,37495,83171,ALFA LAVAL AGRI
CINQAIR,37496,64444,DYMOND DRUGS LTD.
HELIX TOSTA,37497,45958,DERMEX INC.
WALGREENS CLEAR FACE,37498,5239,LEIRAS OY
GAVILYTE - N,37499,94189,MELALEUCA OF CANADA INC.
THEFACESHOP JELLY PACT,37500,91999,CAMPLEX TECHNOLOGY INC.
BOILX,37501,78100,AGSA DENTAL PRODUCTS
DPC AURA BOOSTER MASK,37502,51976,AEGERION PHARMACEUTICALS CANADA LTD
CONPIL 40 (NUMBER 510),37503,58759,CURANDEROS LTD.
YONSA,37504,74724,L'OCCITANE CANADA CORP.
BUTABARBITAL,37505,8102,KAMCO DENTAL LTD
BERBERIS POPULUS,37506,45565,TOTALLINK INTERNATIONAL GROUP
CYNARA SCOLYMUS,37507,88193,AVENTIS PASTEUR INC.
ORIGINS,37508,45221,4M CHEMICAL INC.
RES BALANCER,37509,84232,NEPHRON PHARMACEUTICALS CORPORATION
CROUPEX SPRINKLES,37510,64822,THE DIAL CORPORATION
DERMECTIN SUNSCREEN,37511,6395,LABITALY PHARMACEUTICALS INC
JELMYTO,37512,20315,AVIR PHARMA INC
SIMETHICONE,37513,94271,BIONPHARMA INC
TREATMENT SET TS349357,37514,36100,AKUNA HEALTH PRODUCTS INC.
INSECT BITES,37515,31063,FRANK W. KERR CHEMICAL COMPANY
OMECLAMOX-PAK,37516,91843,DIONNE PRODUCTS
UNDA 48,37517,34417,PRESERVE INC DBA PRESERVE INTERNATIONAL
TREATMENT SET TS351201,37518,24740,ENDO PHARMACEUTICALS SOLUTIONS INC
ANTICAVITY RINSE,37519,78190,SANI-CLEAN SYSTEMS INC.
SILVER NITRATE,37520,20594,FLORA COSMETICS LTD.
EUCALYPTUS,37521,55666,HARMONY LABORATORIES INC.
DAYTIME,37522,13382,BIO ACTIF INC.
LEADER ACID REDUCER,37523,94444,SMORDINS DISPENSARY LTD.
THEOPHYL,37524,81352,CELEX LABORATORIES INC.
